age,income,loan_amount,loan_approved,education,gender,credit_score,employment_status
40.0,71694.14,14490.61,Yes,Bachelors,Female,700.0,Self-Employed
41.0,78230.0,15302.07,Yes,Bachelors,Male,671.0,Self-Employed
49.0,74768.31,13744.8,Yes,Bachelors,Female,685.0,Employed
47.0,79539.13,20002.18,Yes,Bachelors,Female,699.0,Employed
39.0,53758.01,11200.58,Yes,Bachelors,Male,827.0,Employed
41.0,60323.61,16807.56,Yes,Masters,Female,757.0,Employed
41.0,22117.91,8937.52,Yes,PhD,Female,769.0,Employed
23.0,87804.43,26990.35,Yes,High School,Male,,Employed
36.0,52046.71,11721.75,No,Bachelors,Male,723.0,Employed
40.0,65018.23,6900.83,Yes,Masters,Male,768.0,Employed
43.0,75063.32,13834.47,Yes,Bachelors,Male,706.0,Employed
29.0,58788.52,16133.34,Yes,Bachelors,Female,644.0,Employed
25.0,48549.68,19414.08,Yes,Masters,Male,714.0,Employed
36.0,75117.01,20365.84,Yes,PhD,Male,715.0,Employed
58.0,34330.68,18113.68,Yes,High School,Female,834.0,Employed
30.0,85337.0,19204.63,No,Bachelors,Female,767.0,Employed
50.0,83208.85,20518.27,No,Bachelors,Female,698.0,Employed
54.0,59005.57,16236.95,Yes,Bachelors,Female,710.0,Unemployed
38.0,60119.45,11187.1,No,High School,Female,696.0,Employed
31.0,50244.76,15445.47,No,Bachelors,Male,681.0,Employed
43.0,62356.13,11419.17,Yes,Masters,Female,748.0,Employed
40.0,65983.38,20246.08,No,Masters,Female,606.0,Employed
29.0,63630.61,21009.91,No,High School,Female,717.0,Employed
31.0,98973.31,21313.24,Yes,Masters,Female,676.0,Employed
43.0,35018.88,9247.79,No,Bachelors,Male,632.0,Employed
47.0,51839.55,20309.0,Yes,Bachelors,Female,626.0,Unemployed
35.0,84628.47,12133.49,No,High School,Male,739.0,Employed
37.0,111098.08,16844.44,Yes,Bachelors,Female,805.0,Employed
45.0,52719.7,19136.97,No,High School,Female,653.0,Employed
36.0,90242.6,7813.15,No,Masters,Male,762.0,Self-Employed
35.0,46997.58,19311.74,Yes,Bachelors,Female,701.0,Employed
30.0,62213.09,7262.4,Yes,Bachelors,Male,701.0,Self-Employed
30.0,70203.24,14003.62,Yes,High School,Female,736.0,Self-Employed
65.0,56189.68,19882.47,Yes,Masters,Male,704.0,Self-Employed
36.0,61615.3,21634.73,Yes,Masters,Male,737.0,Employed
52.0,42728.04,19042.84,No,Bachelors,Male,774.0,Employed
55.0,83485.88,12177.44,Yes,Bachelors,Female,727.0,Unemployed
36.0,52039.07,11999.92,No,PhD,Male,724.0,Employed
42.0,56723.05,14287.44,Yes,Masters,Male,767.0,Employed
,54361.12,15269.24,Yes,High School,Female,702.0,Employed
22.0,55424.55,19376.68,Yes,Bachelors,Female,774.0,Self-Employed
22.0,72890.51,14678.62,No,High School,Male,803.0,Self-Employed
38.0,71254.8,12691.89,No,Bachelors,Male,771.0,Self-Employed
,120372.04,13206.56,Yes,Masters,Female,741.0,Employed
57.0,65098.38,20678.81,Yes,Bachelors,Female,768.0,Employed
36.0,67991.49,15280.95,Yes,Masters,Male,694.0,Employed
58.0,96739.89,22619.5,No,High School,Male,,Employed
33.0,74497.69,19753.72,No,PhD,Female,708.0,Employed
57.0,68025.54,12384.05,No,Bachelors,Female,704.0,Unemployed
43.0,67328.83,12754.46,Yes,Masters,Female,698.0,Self-Employed
44.0,73879.68,14459.19,No,Bachelors,Female,785.0,Employed
33.0,89495.49,14316.25,Yes,Bachelors,Female,782.0,Employed
44.0,96906.94,20780.23,Yes,PhD,Male,784.0,Employed
55.0,90630.74,12297.76,Yes,Masters,Female,742.0,Employed
37.0,79337.59,15558.91,Yes,Bachelors,Male,614.0,Self-Employed
35.0,74215.22,16676.09,Yes,Masters,Female,579.0,Employed
36.0,110763.17,18527.59,Yes,Masters,Female,736.0,Employed
54.0,60510.7,17362.04,No,Bachelors,Male,708.0,Employed
47.0,,16978.43,Yes,Bachelors,Female,639.0,Self-Employed
52.0,93484.26,12611.71,No,Masters,Female,730.0,Employed
41.0,90886.13,13103.06,Yes,Masters,Female,700.0,Employed
38.0,54752.13,16239.51,Yes,Masters,Male,792.0,Employed
42.0,126302.49,14055.66,No,Masters,Male,718.0,Self-Employed
49.0,103410.81,10337.77,Yes,Masters,Male,696.0,Unemployed
36.0,91199.64,12802.41,Yes,Masters,Male,652.0,Employed
52.0,49871.4,15856.59,Yes,Bachelors,Female,,Employed
42.0,89595.42,20940.37,No,High School,Female,762.0,Employed
14.0,,10292.8,Yes,Bachelors,Male,710.0,Employed
47.0,65355.77,9495.72,No,Masters,Female,759.0,Self-Employed
25.0,72133.37,18802.08,Yes,High School,Male,719.0,Employed
47.0,61015.91,12956.76,Yes,High School,Female,759.0,Employed
47.0,101666.06,10764.13,Yes,Bachelors,Male,,Employed
41.0,72075.1,14907.41,Yes,Bachelors,Male,650.0,Employed
43.0,50775.62,10504.02,Yes,High School,Female,,Employed
49.0,85062.61,26020.72,Yes,Masters,Female,771.0,Employed
33.0,77968.33,11129.33,Yes,Masters,Female,775.0,Self-Employed
46.0,34935.65,15951.56,No,High School,Female,899.0,Employed
50.0,96759.11,17589.56,Yes,High School,Female,715.0,Employed
56.0,72025.78,19739.96,Yes,Bachelors,Female,717.0,Employed
27.0,89705.12,9608.05,No,High School,Male,712.0,Self-Employed
42.0,78210.52,17269.25,Yes,PhD,Male,691.0,Employed
28.0,63262.8,6790.14,Yes,Bachelors,Male,748.0,Self-Employed
28.0,78484.95,16545.59,Yes,High School,Female,705.0,Unemployed
42.0,67984.86,14711.12,Yes,Bachelors,Male,793.0,Employed
39.0,75815.89,18758.21,Yes,Bachelors,Male,723.0,Employed
49.0,82025.2,16302.37,No,High School,Male,749.0,Employed
35.0,72938.25,14443.69,Yes,Bachelors,Male,742.0,Employed
37.0,79302.2,14825.26,No,Masters,Male,749.0,Employed
40.0,62558.35,7723.98,No,Bachelors,Female,674.0,Employed
29.0,58571.32,10928.35,No,Masters,Male,784.0,Employed
31.0,85496.73,22605.5,Yes,Bachelors,Female,744.0,Employed
49.0,99003.71,16022.92,Yes,High School,Female,746.0,Employed
33.0,59650.01,18409.46,Yes,High School,Female,744.0,Employed
50.0,76303.34,11913.39,No,Bachelors,Male,602.0,Employed
44.0,41818.51,19354.0,Yes,PhD,Male,725.0,Employed
23.0,106094.32,13603.91,Yes,High School,Male,724.0,Employed
43.0,92920.5,7815.79,No,Masters,Male,733.0,Employed
43.0,58323.91,14588.04,Yes,Bachelors,Male,771.0,Employed
42.0,62942.02,21477.09,No,Bachelors,Female,766.0,Employed
37.0,94185.26,4667.5,Yes,PhD,Female,769.0,Employed
29.0,73518.47,18679.09,No,Masters,Male,672.0,Employed
51.0,82655.83,15787.69,No,Masters,Male,726.0,Employed
37.0,50275.89,27963.63,Yes,Masters,Male,642.0,Employed
29.0,81538.24,26473.83,Yes,Masters,Male,724.0,Employed
43.0,67028.28,6179.3,Yes,High School,Female,664.0,Unemployed
,75976.98,21907.28,Yes,High School,Female,707.0,Employed
29.0,,13048.13,Yes,Masters,Female,760.0,Employed
34.0,65780.52,14027.72,Yes,High School,Female,827.0,Employed
31.0,72077.55,12120.68,Yes,PhD,Female,672.0,Employed
29.0,58297.33,11503.66,No,High School,Male,733.0,Employed
46.0,115366.08,21588.42,Yes,PhD,Female,718.0,Self-Employed
37.0,48904.33,3229.05,No,High School,Female,697.0,Employed
51.0,79997.09,11674.67,Yes,Bachelors,Male,734.0,Self-Employed
29.0,76054.66,18381.53,Yes,Masters,Male,735.0,Employed
21.0,85218.38,4805.97,Yes,High School,Female,725.0,Employed
39.0,19988.87,13848.4,Yes,Bachelors,Male,651.0,Employed
57.0,36261.21,8957.96,Yes,PhD,Female,722.0,Employed
43.0,59031.0,16170.08,Yes,Masters,Female,752.0,Employed
70.0,88404.89,15249.64,No,High School,Female,638.0,Employed
41.0,64719.32,19665.83,Yes,Masters,Female,683.0,Unemployed
40.0,63903.9,3404.31,Yes,High School,Female,674.0,Employed
16.0,70315.75,17151.88,Yes,Bachelors,Male,711.0,Employed
42.0,53179.85,11250.2,No,Bachelors,Male,759.0,Self-Employed
40.0,79401.19,22253.56,Yes,High School,Female,709.0,Employed
34.0,73839.85,12785.33,Yes,High School,Male,793.0,Employed
37.0,80048.1,10913.92,Yes,Bachelors,Female,736.0,Employed
37.0,100323.57,12250.2,Yes,PhD,Female,724.0,Employed
36.0,65396.44,17830.75,Yes,Bachelors,Female,722.0,Employed
59.0,72203.51,,No,PhD,Female,630.0,Employed
34.0,50291.21,14873.42,Yes,Masters,Female,715.0,Unemployed
40.0,44946.52,10108.32,Yes,Masters,Male,741.0,Employed
,69851.69,9077.13,Yes,Bachelors,Male,813.0,Employed
46.0,72058.4,18387.5,Yes,High School,Male,673.0,Employed
40.0,83788.02,17619.23,Yes,Bachelors,Male,784.0,Employed
35.0,81507.05,17053.69,No,High School,Female,751.0,Self-Employed
19.0,75087.09,22914.55,No,Masters,Female,690.0,Employed
40.0,103697.47,11034.2,Yes,PhD,Male,690.0,Employed
35.0,63758.37,24888.31,Yes,Masters,Male,786.0,Employed
37.0,66207.26,16686.69,Yes,Bachelors,Male,747.0,Employed
26.0,75664.98,12474.88,No,Bachelors,Male,,Unemployed
52.0,46321.91,14728.64,Yes,Bachelors,Male,702.0,Employed
47.0,83758.97,9037.58,Yes,Bachelors,Male,671.0,Employed
52.0,71428.9,9896.2,Yes,Masters,Female,579.0,Employed
49.0,71804.44,14436.32,No,Bachelors,Male,659.0,Employed
44.0,80855.99,18883.31,Yes,Bachelors,Male,,Self-Employed
27.0,77518.14,11478.55,Yes,PhD,Male,761.0,Unemployed
56.0,78220.79,25746.48,Yes,PhD,Female,669.0,Self-Employed
29.0,62206.38,14786.83,Yes,Masters,Male,638.0,Employed
35.0,101389.48,11989.62,No,Bachelors,Male,691.0,Self-Employed
45.0,40756.9,,Yes,Bachelors,Female,694.0,Employed
46.0,56288.39,12399.28,No,High School,Female,720.0,Employed
44.0,58949.97,22211.97,No,PhD,Female,848.0,Self-Employed
34.0,55586.47,23619.84,Yes,Masters,Female,736.0,Self-Employed
,35068.01,18070.95,Yes,High School,Male,729.0,Employed
63.0,102881.11,15281.25,Yes,Bachelors,Male,740.0,Unemployed
38.0,82850.04,7823.38,Yes,Masters,Male,830.0,Self-Employed
36.0,57373.03,2142.6,Yes,PhD,Male,632.0,Employed
31.0,83943.51,15943.59,Yes,Bachelors,Female,782.0,Self-Employed
40.0,66789.5,13009.56,Yes,Bachelors,Male,763.0,Employed
40.0,64180.03,12263.06,Yes,Masters,Female,646.0,Employed
38.0,50798.29,16986.08,Yes,High School,Female,685.0,Employed
42.0,70344.82,8311.24,Yes,Masters,Male,674.0,Employed
56.0,57353.86,22307.6,Yes,Bachelors,Male,648.0,Employed
32.0,50556.3,24312.87,Yes,Bachelors,Male,694.0,Employed
38.0,89111.88,18449.75,Yes,PhD,Male,653.0,Unemployed
32.0,53554.56,13493.18,Yes,High School,Female,747.0,Unemployed
41.0,98090.78,11977.95,Yes,Masters,Male,792.0,Employed
32.0,55706.96,13458.06,Yes,Masters,Male,681.0,Employed
33.0,39940.76,16597.58,Yes,Bachelors,Female,661.0,Employed
23.0,80501.1,20044.66,Yes,High School,Female,778.0,Employed
39.0,61064.49,17251.23,No,Masters,Female,661.0,Self-Employed
42.0,38383.63,21304.57,No,High School,Male,641.0,Employed
57.0,75094.22,17760.26,Yes,Masters,Male,687.0,Self-Employed
43.0,43881.81,20166.15,Yes,Bachelors,Female,757.0,Employed
34.0,30216.29,14851.45,Yes,Masters,Male,732.0,Self-Employed
24.0,83540.73,9254.81,Yes,PhD,Male,775.0,Employed
,99779.9,21433.67,Yes,High School,Male,668.0,Employed
25.0,62105.93,25925.52,No,High School,Female,766.0,Employed
57.0,94232.77,16476.46,Yes,PhD,Female,710.0,Self-Employed
41.0,86040.85,12272.48,Yes,Masters,Female,627.0,Employed
32.0,83344.74,17367.0,No,High School,Female,789.0,Self-Employed
28.0,66605.92,13237.73,Yes,Bachelors,Male,724.0,Self-Employed
29.0,58077.34,15158.93,Yes,Masters,Male,792.0,Employed
32.0,76882.44,15423.26,Yes,High School,Male,781.0,Self-Employed
51.0,82960.3,11213.69,Yes,Bachelors,Male,773.0,Employed
38.0,44787.47,11406.16,No,High School,Female,847.0,Employed
24.0,63514.17,14641.39,No,Masters,Female,664.0,Self-Employed
61.0,66213.32,14010.31,Yes,Bachelors,Male,825.0,Self-Employed
27.0,64356.14,17850.03,Yes,Masters,Male,708.0,Employed
32.0,56497.87,16353.15,Yes,Bachelors,Female,766.0,Employed
51.0,43347.39,18030.88,No,Masters,Male,726.0,Employed
42.0,63914.76,14294.65,Yes,Masters,Female,767.0,Employed
33.0,64445.56,10966.12,No,High School,Female,715.0,Employed
26.0,60544.78,9783.61,Yes,PhD,Male,800.0,Employed
28.0,82986.65,19947.17,Yes,High School,Male,760.0,Self-Employed
29.0,42627.59,12572.73,No,High School,Male,663.0,Employed
38.0,75607.86,11838.38,Yes,High School,Female,742.0,Employed
40.0,34125.39,21396.27,Yes,Bachelors,Female,754.0,Employed
37.0,68675.08,13032.67,Yes,Bachelors,Female,756.0,Employed
38.0,24887.97,4101.12,Yes,High School,Male,673.0,Unemployed
27.0,52202.85,16102.34,No,Bachelors,Male,707.0,Self-Employed
41.0,69561.04,12254.21,Yes,Bachelors,Male,735.0,Employed
51.0,41499.76,11386.7,Yes,Masters,Female,710.0,Employed
36.0,41629.28,14304.47,Yes,High School,Male,822.0,Employed
36.0,89637.89,4761.84,No,Bachelors,Female,714.0,Self-Employed
39.0,38088.47,5703.96,No,Bachelors,Male,674.0,Employed
49.0,67623.3,12699.21,Yes,Masters,Male,714.0,Employed
29.0,99520.82,17805.49,Yes,Masters,Female,644.0,Employed
53.0,72848.44,13684.5,No,PhD,Male,725.0,Employed
42.0,70578.87,13467.25,Yes,Bachelors,Female,674.0,Unemployed
38.0,55729.07,14991.04,No,Bachelors,Female,678.0,Employed
50.0,55797.44,19450.46,No,Masters,Female,754.0,Employed
26.0,66644.51,15195.64,Yes,PhD,Female,629.0,Employed
43.0,30068.95,14746.01,Yes,Masters,Male,704.0,Employed
42.0,90254.45,12218.33,Yes,Bachelors,Female,783.0,Self-Employed
,74151.4,13052.94,Yes,Bachelors,Female,666.0,Self-Employed
43.0,,15895.68,Yes,Masters,Female,718.0,Unemployed
41.0,90520.49,21576.3,Yes,Bachelors,Male,816.0,Employed
36.0,83584.87,16188.37,Yes,Bachelors,Female,781.0,Self-Employed
47.0,78781.78,10929.1,Yes,Bachelors,Male,699.0,Employed
32.0,114725.26,13497.04,Yes,Masters,Male,679.0,Unemployed
41.0,71926.72,20538.9,Yes,Bachelors,Female,751.0,Self-Employed
37.0,100603.22,15390.32,Yes,Bachelors,Male,703.0,Employed
32.0,,8083.85,Yes,Bachelors,Male,806.0,Employed
43.0,79048.52,17169.07,Yes,High School,Female,750.0,Employed
36.0,58933.15,11781.12,Yes,Bachelors,Male,633.0,Unemployed
23.0,32293.55,9254.76,Yes,Masters,Female,649.0,Employed
20.0,33468.31,15423.24,Yes,Bachelors,Female,665.0,Unemployed
46.0,68311.06,10793.58,No,Masters,Female,679.0,Employed
26.0,65254.87,19063.06,Yes,High School,Female,716.0,Self-Employed
41.0,46400.6,15450.23,Yes,Masters,Female,745.0,Employed
39.0,64456.67,21719.53,No,PhD,Female,658.0,Unemployed
34.0,79002.71,,Yes,High School,Female,651.0,Employed
58.0,95818.38,12513.45,Yes,PhD,Female,665.0,Unemployed
40.0,56157.16,12448.76,Yes,Bachelors,Female,697.0,Employed
,77858.33,13193.04,Yes,Masters,Female,751.0,Self-Employed
41.0,104784.58,17468.07,Yes,Bachelors,Female,666.0,Employed
36.0,85000.06,7791.6,Yes,High School,Male,744.0,Employed
38.0,54610.7,16365.91,Yes,High School,Female,,Employed
53.0,,10402.77,Yes,Bachelors,Female,676.0,Employed
49.0,73695.47,26200.5,Yes,Bachelors,Female,701.0,Employed
58.0,82749.21,17763.16,Yes,Bachelors,Male,707.0,Self-Employed
40.0,70781.25,18254.99,Yes,Masters,Female,799.0,Employed
29.0,79672.61,15364.89,Yes,High School,Male,740.0,Unemployed
34.0,90393.72,7024.5,Yes,Bachelors,Male,662.0,Employed
26.0,48963.58,15092.92,Yes,Masters,Male,802.0,Unemployed
46.0,43587.91,,Yes,High School,Male,787.0,Employed
32.0,82176.53,12146.4,Yes,High School,Female,665.0,Employed
7.0,66934.47,14615.58,Yes,Masters,Female,663.0,Employed
63.0,87262.22,18156.21,Yes,Masters,Female,688.0,Self-Employed
32.0,91753.48,15557.68,Yes,Masters,Male,656.0,Employed
32.0,32992.01,16359.48,Yes,PhD,Male,757.0,Employed
55.0,53259.3,17625.36,No,High School,Female,756.0,Employed
26.0,67497.14,21175.91,No,Bachelors,Male,733.0,Employed
49.0,49525.8,10832.49,No,Bachelors,Female,704.0,Employed
32.0,60540.71,24697.84,Yes,Bachelors,Male,734.0,Employed
25.0,44426.43,24686.26,No,High School,Male,703.0,Self-Employed
55.0,61228.11,12232.15,No,Bachelors,Male,699.0,Self-Employed
47.0,50679.37,18361.45,Yes,Bachelors,Male,712.0,Self-Employed
47.0,76892.48,24109.09,Yes,PhD,Female,729.0,Self-Employed
42.0,88048.4,22202.93,No,Bachelors,Male,742.0,Employed
44.0,78174.91,6411.97,No,High School,Female,667.0,Employed
26.0,121954.91,14232.29,Yes,Masters,Male,711.0,Employed
39.0,88777.28,12484.31,No,Masters,Male,722.0,Employed
29.0,88027.0,19280.32,Yes,High School,Male,717.0,Self-Employed
24.0,68357.95,19728.49,Yes,Bachelors,Male,626.0,Employed
42.0,63862.85,9091.64,Yes,Bachelors,Female,713.0,Employed
50.0,95462.15,11464.04,Yes,Masters,Male,699.0,Employed
,64939.4,7127.33,No,Bachelors,Male,677.0,Employed
36.0,70698.42,14557.97,No,Masters,Male,750.0,Self-Employed
,66556.32,13561.15,Yes,PhD,Female,762.0,Employed
38.0,80799.16,17323.45,Yes,Bachelors,Female,736.0,Unemployed
,87830.56,24022.99,No,Bachelors,Male,661.0,Employed
46.0,91286.55,16338.34,Yes,PhD,Male,671.0,Employed
43.0,63924.95,13504.46,No,Masters,Female,788.0,Employed
32.0,73643.2,19019.89,Yes,High School,Female,785.0,Employed
31.0,76627.32,,No,Masters,Female,751.0,Employed
46.0,99284.05,14100.98,Yes,High School,Female,674.0,Employed
46.0,34276.98,15869.62,Yes,Masters,Male,,Employed
36.0,70228.91,9045.15,Yes,Bachelors,Female,786.0,Employed
34.0,57138.63,13457.92,Yes,High School,Female,831.0,Unemployed
50.0,59349.43,11007.31,No,Bachelors,Male,667.0,Employed
34.0,52990.21,19034.8,Yes,PhD,Female,827.0,Employed
45.0,80782.43,9852.06,Yes,Bachelors,Male,625.0,Employed
37.0,20985.26,10302.04,No,Masters,Female,793.0,Employed
28.0,67230.89,11448.72,No,Masters,Male,,Unemployed
54.0,33569.13,11085.89,Yes,High School,Female,753.0,Employed
39.0,56149.87,23368.15,Yes,Bachelors,Male,664.0,Unemployed
31.0,65725.13,20422.96,No,High School,Female,774.0,Employed
24.0,61887.17,17449.32,Yes,High School,Female,676.0,Employed
25.0,83622.96,12967.27,Yes,Bachelors,Female,675.0,Employed
34.0,94993.3,14681.18,No,Bachelors,Male,783.0,Employed
57.0,109163.19,22897.08,Yes,Masters,Female,652.0,Unemployed
32.0,,,Yes,Bachelors,Female,681.0,Employed
52.0,93221.69,9628.89,No,Bachelors,Female,791.0,Employed
37.0,99278.94,19083.39,No,Bachelors,Male,739.0,Employed
26.0,60474.7,13822.96,Yes,High School,Male,754.0,Employed
33.0,94661.87,14132.72,Yes,Bachelors,Female,695.0,Self-Employed
25.0,26486.28,13875.5,Yes,High School,Male,653.0,Employed
29.0,75954.11,14226.19,Yes,Masters,Female,713.0,Employed
29.0,102109.23,17484.91,No,Masters,Female,693.0,Employed
19.0,71986.33,13476.02,Yes,PhD,Male,693.0,Employed
53.0,66192.21,16541.9,Yes,High School,Male,710.0,Employed
40.0,66091.48,20219.56,Yes,Bachelors,Female,737.0,Employed
31.0,99369.28,22389.35,Yes,Bachelors,Female,684.0,Employed
40.0,38166.42,10487.01,Yes,Bachelors,Female,743.0,Employed
30.0,62179.94,20103.83,Yes,Masters,Male,780.0,Employed
11.0,1400598.056378007,20665.92,Yes,High School,Female,745.0,Employed
68.0,76357.82,21306.45,Yes,Bachelors,Male,787.0,Employed
40.0,93737.4,15246.11,Yes,PhD,Male,770.0,Self-Employed
32.0,83645.24,13804.06,No,Bachelors,Male,768.0,Employed
19.0,60562.46,7276.1,Yes,Masters,Male,691.0,Employed
23.0,81629.29,15496.49,Yes,Masters,Female,768.0,Employed
55.0,43608.3,23911.03,Yes,PhD,Male,720.0,Employed
53.0,29656.2,16571.55,Yes,Masters,Female,794.0,Unemployed
46.0,57769.82,13921.31,Yes,Bachelors,Female,803.0,Self-Employed
27.0,71597.9,17901.05,No,Masters,Female,765.0,Employed
53.0,53767.43,9067.54,Yes,Masters,Female,732.0,Employed
42.0,73487.61,13635.31,Yes,High School,Female,738.0,Employed
45.0,71170.55,19074.64,Yes,Bachelors,Female,732.0,Self-Employed
42.0,32797.8,17794.63,Yes,Masters,Female,680.0,Unemployed
23.0,59206.42,12498.78,Yes,High School,Female,672.0,Self-Employed
26.0,88820.76,23918.4,Yes,Masters,Female,752.0,Employed
33.0,79730.29,7701.75,Yes,Bachelors,Male,686.0,Self-Employed
44.0,56070.92,16566.36,Yes,Masters,Male,733.0,Employed
24.0,82378.05,19233.81,Yes,Masters,Female,702.0,Self-Employed
36.0,105103.48,21176.82,Yes,High School,Male,672.0,Employed
36.0,61510.86,15609.7,Yes,Bachelors,Female,686.0,Employed
46.0,84828.71,18828.99,Yes,Bachelors,Male,832.0,Employed
45.0,81672.07,15021.33,No,Masters,Male,686.0,Self-Employed
28.0,60452.31,23342.38,Yes,Bachelors,Male,,Self-Employed
52.0,47344.04,16614.49,Yes,Masters,Male,675.0,Employed
26.0,103013.33,20799.85,No,PhD,Female,731.0,Employed
49.0,91772.49,9221.94,Yes,Bachelors,Female,707.0,Employed
32.0,64439.15,14430.64,Yes,PhD,Female,635.0,Employed
,94270.83,17697.36,Yes,Masters,Female,796.0,Employed
40.0,81097.17,17653.04,Yes,Masters,Female,605.0,Employed
40.0,94124.26,12158.42,Yes,Masters,Female,672.0,Employed
45.0,34149.84,5695.98,No,PhD,Female,704.0,Employed
42.0,61834.17,6199.25,Yes,Bachelors,Male,758.0,Unemployed
46.0,101468.77,,No,PhD,Female,688.0,Employed
43.0,123039.59,28937.08,Yes,Masters,Female,686.0,Employed
25.0,62204.52,-178.29,No,Masters,Female,728.0,Self-Employed
41.0,61856.33,14162.11,Yes,Bachelors,Male,696.0,Employed
32.0,83661.24,13530.19,Yes,Masters,Female,653.0,Employed
27.0,76885.21,15210.8,No,High School,Female,779.0,Employed
35.0,80665.63,,Yes,High School,Male,750.0,Unemployed
40.0,26754.31,10098.02,No,Bachelors,Female,764.0,Employed
40.0,65225.18,20094.54,Yes,Masters,Male,729.0,Employed
49.0,86106.98,6842.45,No,Bachelors,Female,715.0,Self-Employed
51.0,22912.46,24349.54,No,High School,Female,790.0,Employed
41.0,37651.9,17258.94,Yes,PhD,Female,683.0,Self-Employed
43.0,34521.95,10442.55,Yes,Masters,Female,745.0,Employed
39.0,,11547.48,Yes,Bachelors,Female,729.0,Employed
46.0,51407.73,20720.09,Yes,Masters,Female,725.0,Employed
43.0,45980.79,8288.39,Yes,High School,Female,645.0,Employed
37.0,71099.63,15247.77,No,Bachelors,Female,,Employed
60.0,45188.56,14844.54,No,Masters,Male,812.0,Self-Employed
33.0,79031.94,14711.13,Yes,Masters,Male,751.0,Employed
,118278.54,17726.14,Yes,Masters,Male,662.0,Self-Employed
24.0,62626.03,18223.33,Yes,High School,Male,635.0,Employed
46.0,31139.46,17065.61,No,Masters,Female,663.0,Unemployed
52.0,60942.09,20604.3,Yes,Masters,Female,675.0,Employed
19.0,79799.23,16287.98,Yes,Masters,Female,753.0,Employed
39.0,77800.42,12491.99,Yes,Masters,Female,626.0,Employed
45.0,86768.76,9343.6,Yes,High School,Female,802.0,Employed
41.0,58124.11,15309.18,Yes,Masters,Male,741.0,Employed
42.0,64399.32,16949.72,No,Bachelors,Male,780.0,Employed
39.0,20961.09,6163.29,No,Masters,Female,724.0,Employed
27.0,82281.03,17217.12,Yes,Masters,Female,711.0,Employed
62.0,43796.61,10641.33,No,High School,Female,692.0,Employed
33.0,74001.18,10494.82,No,Bachelors,Male,696.0,Employed
42.0,52575.21,15752.71,Yes,High School,Male,734.0,Employed
32.0,68262.66,4503.84,Yes,Masters,Female,734.0,Self-Employed
15.0,89168.55,22235.23,Yes,PhD,Female,659.0,Employed
29.0,61256.31,19558.24,Yes,Masters,Male,596.0,Self-Employed
24.0,55206.83,9053.25,Yes,PhD,Male,,Employed
49.0,70051.6,14057.24,Yes,High School,Male,791.0,Employed
32.0,57150.29,15763.41,Yes,Masters,Female,702.0,Employed
33.0,51163.68,11256.16,Yes,High School,Male,571.0,Employed
27.0,107331.79,12514.22,Yes,PhD,Female,744.0,Employed
39.0,32903.1,14386.71,No,Masters,Female,707.0,Employed
31.0,83077.16,14943.31,No,PhD,Female,675.0,Unemployed
48.0,67288.0,14336.36,Yes,High School,Male,615.0,Self-Employed
,53483.31,15282.06,Yes,Masters,Male,739.0,Unemployed
32.0,76948.02,16873.71,No,High School,Male,,Employed
47.0,70688.1,13320.96,No,Bachelors,Female,707.0,Employed
38.0,96410.6,17166.45,Yes,High School,Female,667.0,Employed
38.0,47309.96,20847.31,Yes,Bachelors,Male,605.0,Employed
23.0,59677.21,17260.59,Yes,High School,Male,,Employed
37.0,,23706.18,Yes,High School,Male,717.0,Employed
41.0,65900.76,7987.27,Yes,Bachelors,Male,752.0,Employed
51.0,80935.06,12085.28,No,High School,Male,711.0,Employed
30.0,94296.06,16818.95,Yes,Bachelors,Male,714.0,Employed
61.0,81243.84,16212.78,No,High School,Female,710.0,Employed
44.0,57777.36,13069.34,Yes,Bachelors,Female,742.0,Employed
23.0,62980.17,18063.7,No,Masters,Male,759.0,Unemployed
30.0,94465.69,16041.21,No,Bachelors,Male,747.0,Employed
52.0,73104.24,20880.67,No,Bachelors,Female,770.0,Unemployed
50.0,65925.51,9700.41,No,Bachelors,Male,737.0,Employed
38.0,77672.2,15278.18,No,Bachelors,Female,717.0,Employed
39.0,44315.44,12775.93,Yes,Masters,Female,721.0,Employed
26.0,65264.94,19286.47,Yes,Bachelors,Female,710.0,Employed
51.0,68429.29,17730.72,Yes,Bachelors,Male,762.0,Employed
28.0,68102.34,12592.56,Yes,Masters,Male,627.0,Employed
46.0,,20003.62,Yes,High School,Female,741.0,Employed
52.0,63823.99,14890.57,Yes,Bachelors,Female,711.0,Employed
38.0,67720.64,8784.07,Yes,Bachelors,Female,719.0,Employed
48.0,99205.56,13730.45,Yes,Bachelors,Male,736.0,Self-Employed
56.0,25938.09,26591.34,No,High School,Male,735.0,Self-Employed
41.0,83979.46,14050.94,Yes,Bachelors,Male,757.0,Employed
36.0,68264.69,16183.79,No,Bachelors,Male,717.0,Employed
37.0,68763.97,16439.83,Yes,Bachelors,Female,709.0,Unemployed
31.0,,14784.26,Yes,High School,Male,702.0,Employed
30.0,80036.16,22661.16,Yes,Bachelors,Female,700.0,Employed
42.0,89004.14,18665.6,Yes,Masters,Female,674.0,Employed
36.0,32076.06,18263.66,No,High School,Male,799.0,Employed
41.0,111878.79,13654.78,Yes,High School,Male,699.0,Self-Employed
23.0,72882.43,18476.45,Yes,Masters,Female,617.0,Employed
